"supplier_id";"name";"address";"phone";"email";"company_name";"tin";"gstin"
"314";"BANU ENTERPRISES";"N.S.ROAD MYSORE,
KARNATAKA.";"9986716745";"info@banuenterprises.co.in";"BANU ENTERPRISES";"29AHGPV7148B1Z1";"0"
"315";"THIRUMALA TRADERS";"MANGALORE";"NO";"NO";"THIRUMALA TRADERS";"NO";"0"
"316";"Demo CO LTD";"Demo addressi vittal
";"no";"no";"Demo CO LTD";"NO";"0"
"317";"RAJARAM GLASS&CROCKERY";"C B COMPLEX MAIDAN CROSS MANGALORE";"9900377928";"NO";"RAJARAM GLASS&CROCKERY";"29ANOPC7133P1ZD";"0"
"318";"KRISHNA CROCKERY & KITCHENWARE";"MAX CITY COMPLEX,MAIDAN ROAD MANGALORE";"2445193";"kckmangalore@gmail.com";"KRISHNA CROCKERY & KITCHENWARE";"29CJXPP8723K1Z1";"0"
"319";"JOLLY STORES";"General Merchants 14-1-46/3 , c.j Apts. Partao Lan";"9483458558";;"JOLLY STORES";"29AACFJO785D1ZF";"1"
"320";"MODERN FOOD ENTERPRISES PVT.LTD.";"BANGALORE";"8722663510";;"MODERN FOOD ENTERPRISES PVT. LTD.";"29AAECN8400E1ZL";"1"
"321";"SHEETHAL PHARMA";"MAIN ROAD MOODBIDRI";"9483707410";"NO";"SHEETHAL PHARMA";"29ADDPJ3483E1ZK";"0"
"322";"MANJUNATH STATIONERS";"ELITE COMMERCIAL COMPLEX , B.B ALABI ROAD MANGALOR";"08242440249";;"MANJUNATH STATIONERS";"29AGYPK6077H1ZI";"0"
"323";"MANJUNATH STATIONERS";"B.B.ALABI ROAD MANGALORE.";"2440249";"NO";"MANJUNATH STATIONERS";"29AGYPK6077H1ZI";"0"
"324";"shammas enterprises";"MAIN ROAD, GURUPUR,MANGALORE";"9880070519,9880720235,";;"shammas enterprises";"29BMJPS9717A1Z0";"1"
"325";"PLASTIC LAND";"BEEBI ALABI ROAD MANGALORE";"4268185";"NO";"PLASTIC LAND";"29AADFP9085B1Z1";"0"
"326";"Ashwini Associates";"Guru Prasad lane
Gorigudda 
Mangalore";"9945612144";"-";"Ashwini  Associates";"29AAVFA9773B1ZV";"0"
"327";"G K V NETWORKS";"BADAGUBETTU GRAMA KASTURBA NAGAR
UDUPI";"9880914702";;"G K V NETWORKS";"29XMPR3143G1Z5";"1"
"328";"KATHIJA UL KUBRA HOME PRODUCTS";"-";"-";"-";"KATHIJA UL HOME PRODUCTS";"-";"0"
"329";"KRITHI ENTERPRISES";"Sequeira mansion long lane urwa mangalore";"0824-2453550";"-";"KRITHI ENTERPRISES";"29ADGPR9658A1Z4";"0"
"330";"M/S VAISHNAVI INCORPORATION";"KODIALBAIL MANGALORE";"7406600090";"-";"M/S VAISHNAVI INCORPORATION";"29AVXPP2808B1Z8";"0"
"331";"ROYAL FOOD PRODUCTS";"OPP ST ALOYSIUS COLLEGE BEERI KOTEKAR";"9448443121";"-";"ROYAL FOOD PRODUCTS";"-";"0"
"332";"3-CONE MARKETING SERVICES";"D/NO. 1-18/35. NH -17 CROSS ROAD V-GUARD, HAVELLS,";" 0824 2455884, 9886081002,9886065";"3cone.marketing@gmail.com";"3-CONE MARKETING SERVICES";"29AAAFZ4546N1ZH";"1"
"333";"B M FOOD INDUSTRIES";"PANEMANGALORE BANTWAL";"7353209978";"-";"B M FOOD INDUSTRIES";"29CADQPR2973A1ZA";"0"
"334";"ORICUM HEALTHCARE INC.";"NO.2-20-100/7,REGO COMPOUND,UMIKAN,KULSHEKAR, MANG";"8861741666";"oricumhealthcare@gmail.com";"ORICUM HEALTHCARE INC.";"29AAFF01886K1ZO";"0"
"335";"SHRI GANESHA TRADERS";"JELLIGUDDA
MANGALORE";"9482968450";"ganeshuh1979@gmail.com";"SHRI GANESHA TRADERS";"29ALLPG8821F1ZW";"1"
"336";"ROVE ENTERPRISES";"Fernades brothers
compound";"0824-2232147";"rove.mangalore@gmail.com";"ROVEENTERPRISES";"29BMUPD4151L1ZJ";"0"
"337";"OM SHRI HOME PRODUCTS";"NARICOMBU BANTWAL ";"9008136883";"-";"OM SHRI HOME PRODUCT";"29CCXPB0427P1ZZ";"0"
"338";"YAKULT DANONE INDIA PVT LTD";"GANGADHAR
BANGALORE";"080-41510746";"-";"YAKULT DANONE INDIA PVT LTD";"29AAACY2585R1ZD";"0"
"339";"RASHMI ENTERPRISES";"GURUPURA KAIKAMBA";"9481960133";"-";"RASHMI ENTERPRISES";"29AWGPG5008A1ZO";"0"
"340";"NAVA JYOTHI  DISTRIBUTORS";"DONGARAKERY
MANGALORE";"9844764145";;"NAVA JYOTHI DISTRIBUTORS";"29AHYPK6525B1ZZ";"0"
"341";"AHMED BROTHERS";"AZIZUDDIN ROAD BUNDER";"2420237";"-";"AHMED BROTHERS";"29AADFA8171H1ZB";"0"
"342";"R P AGENCIES";"SHREE GORAKSHANATHA JNANA MANDIR
KADRI MANGALORE";"0824-2215541";"-";"R P AGENCIES";"29AAXFR5083R1ZS";"0"
"343";"MILKERS";"SOUTH KALAMASSERY
KOCHI";"9686126401";"-";"MILKERS";"-";"0"
"344";"FOX COMPANY";"KANKANADY MANGALORE";"7760758929";"-";"FOX COMPANY";"29AKGPR7758E1ZK";"0"
"345";"FATHIMA TRADERS";"MAIDAN CROSS ROAD
MANGALORE";"8722112288";"-";"FATHIMA TRADERS";"29AAAFF4919M1Z2";"0"
"346";"SAROJ FOOD INDUSTRIES";"DOOR NO1-9(1)BUDOLI MANI,BANTWAL";"9448150980,9448300702";"mahaveerprasad490@gmail.com";"SAROJ FOOD INDUSTRIES";"29ABAFS8634H1ZU";"1"
"347";"NAGARATHNA TRADING CO";"BUNDER
MANGALORE";"9986321777";"-";"NAGARATHNA TRADING CO";"29AABFN1319C1ZQ";"0"
"348";"S R G ENTERPRISES";"PUMPWEL NANTHOOR
,MANGALORE";"789978799";"-";"S R G ENTERPRISES";"-";"0"
"349";"JALAGANGA STORES";"BHAVANTHI STREET
MANGALORE";"9741501644";"-";"JALAGANGA STORES";"29AFPPM1243M1ZY";"0"
"350";"B K ENTERPRISES";"DERALAKATTE";"8880827247";"-";"B K ENTERPRISES";"29ALTPA3850A1Z9";"0"
"351";"RADHA COFFEE WORKS";"BUNDER
MANGALORE";"08242420914";"-";"RADHA COFFEE WORKS";"29AABFR6624E1Z8";"0"
"352";"GOOD LUCK DISTRIBUTORS";"MISSION STREET
STATE BANK
MANGALORE";"9844846901";"ggodluckdistributors1@gmail.com";"GOOD LUCK DISTRIBUTORS";"29AASFG7814J1ZP";"0"
"353";"ROYAL FOOD INDUSTRIES";"MULKI MANGALORE";"7676727980";"-";"ROYAL FOOD INDUSTRIES";"-";"0"
"354";"JAYALAXMI TRADERS";"BUNDER
MANGALORE";"9481513877";;"JAYALAXMI TRADERS";"29CJBPS879Q1Z2";"1"
"355";"MANGALORE STORES";"NEAR ADAPPA HOSPITAL
PANDESHWARA";"9686143012";"-";"MANGALORE STORES";"29AVRPS7346D1ZW";"0"
"356";"LAKSHMI SALES";"8TH CROSS ROAD MARUTHI LAYOUT BANGALORE";"9845992732";"-";"LAKSHMI SALES";"29AJDPC7766M1ZN";"0"
"357";"MAROOR AGENCIES";"BUNDER MANGALORE";"9980977633";"maroor.agencies@gmail.com";"MAROOR AGENCIES";"29AAEFM3749C1ZA";"0"
"358";"SHIVALLI HOME PRODUCTS";"MALANGOLI BELAPU
UDUPI";"9845192867";"-";"SHIVALLI HOME PRODUCTS";"29CDSPR4515E1Z4";"0"
"359";"NARAYAN METALS";"BIBI ALABI ROAD,
MANGALORE-1";"9448456379";"-";"NARAYAN METALS";"29AFKPD0360F1ZR";"0"
"360";"MEENAKSHI METAL";"MAX CITY COMPLEX,
MAIDAN 4TH CROSS,
MANGALORE-57";"09535339281";"meenakshimetaludaysingh@gmail.com";"MEENAKSHI METAL";"29BBRPR7800Q1ZJ";"0"
"362";"TRINETHRA ENTERPRISES";"manjushree
UJJODI nekaremar kankanady MANGALORE-5";"08242244876,8073901195,9916283506";"trinethraenterprises05@gmail.com";"TRINETHRA ENTERPRISES";"29DFCPS2740D1ZH";"1"
"363";"KANARA COLLEGE  BOOK CO";"PVS,KS RAO ROAD, MANGALURU";"08197247707";"psbhandary55@gmail.com";"KANARA COLLEGE  BOOK CO";"29AFSPB8352D1Z9";"1"
"364";"KOMAL S SWEETS";"KOMAL S PUSHPANJALI
ALAKE MANGALORE";"2496244";"-";"KOMAL S SWEETS";"29AA0FK5085B1Z3";"0"
"365";"SHA SHAMBHULAL NATHALAL & cO";"MAIDAN 1 ST CROSS ROAD
MANGALORE";"9449552731";"-";"SHA SHAMBHULAL NATHALAL & CO";"29AALFS8076K1ZA";"0"
"366";"SHALIMAR DRESSES";"MARKET ROAD
MANGALORE";"4257116";"shalimardresses@gmail.com";"SHALIMAR DRESSES";"29AANFS3728E1ZW";"0"
"367";"FOOD PEARLS";"BAIKAMPADY MANGALORE";"001";"-";"FOOD PEARLS";"29ADGPB5178D1ZN";"0"
"368";"SWADHIST FOODS";"ATTAVARA MANGALORE";"7899984643";"-";"SWADHIST FOODS";"-";"0"
"369";" PHOENIX INTERNATIONAL SUPPLY CO";"sharu tower KAPRIGUDDA FALNIR
MANGALORE";"9620355166,0824 4115166";;"PHOENIX INTERNATIONAL SUPPLY CO.,";"29BNZPJ7365N1ZO";"1"
"370";"RATNA S EXCLUSIVE";"SURATHKAL MANGALORE";"9611475342";"-";"RATNA S EXCLUSIVE";"-";"0"
"371";"ALPHA DISTRIBUTORS";"MARIA KRIPA OLD AIRPORT BAJPE MANGALORE";"7899924547";"alphadistributors04@gmail.com";"ALPHA DISTRIBUTORS";"-";"0"
"372";"H KAMALAKSH SHENOY & CO";"BUNDER
MANGALORE";"0001";"hk-shenoy@yahoo.co.in";"H KAMALAKSH SHENOY&cO";"29AAAFH8964N1ZL";"0"
"373";"UDUPI HOME MADE";"UDUPI";"0002";"-";"UDUPI HOME MADE";"-";"0"
"375";"AKSHAY ENTERPRISES";"BEHIND ST-JOSEPH CHURCH ATTAVARA MANGALORE";"0003";"akshayenterprisesmlr@gmail.com";"AKSHAY ENTERPRISES";"29BYPPB6211G1ZG";"0"
"376";"STAR ENTERPRISES";"BEJAI MANGALORE";"0008";"-";"STAR ENTERPRISES";"-";"0"
"377";"KAIRALI PRODUCTS";"AISHWARYA COMPLEX
RAMACHANDRAPURA JALAHALLI
BANG";"080-28381065";;"KAIRALI PRODUCTS";"29CFZPS8185QIZL";"1"
"378";"GREEN CHILLIES";"plot no. R 11,baikampady industrial area,mangalore";"9880823229";"greenchilliesmangalore@gmail.com";"GREEN CHILLIES";"29AEBPA6208H1ZU";"1"
"379";"AARAV ENTERPRISES";"AISHWARYA COMPLEX
KOTEKAR
MANGALORE";"8197630369";"-";"AARAV ENTERPRISES";"29ABMFA5277E1Z5";"0"
"380";"KINIYAS FOODS PRIVATE LIMITED";"UDUPI ";"9482013948";"INFO@KINIYAS.COM";"KINIYAS FOODS PRIVATE LIMITED";"29AAGCK1673E1ZH";"0"
"381";"Z R DISTRIBUTORS";"MUNZAR MANZILL OPP OLD KADRI POLICE STATION";"8151842302";"zrdistributors@gmail.com";"Z R DISTRIBUTORS";"29AZVPC5821F1Z4";"1"
"382";"A J FOODS";"PUTTUR MAIN ROAD";"9480030670";"-";"A J FOODS";"29ABMFA7317F1ZA";"0"
"383";"UDAYA STEELS";"PLOT NO21B
SHIVALLI INDUSTRIAL
AREA
";"0824-52229";"-";"UDAYA STEELS";"29AABFU5772G1ZU";"0"
"384";"UDAYA ALUMINIUM INDUSTRIES MANIPAL";"MANIPAL";"0822-3698";"-";"UDAYA ALUMINIUM INDUSTRIES MANIPAL";"29AAAFU4486C1Z2";"0"
"385";"UDAYA STEEL PRODUCTS";"UDUPI";"0822-21458";"-";"UDAYA STEEL PRODUCTS";"29ACNPB9444L3ZY";"0"
"386";"NAVYASHREE";"VAJRA BUILDING NEAR STATE BANK";"7760319593";"navyashreeeorggeggcenter@gmail.com";"NAVYASHREE";"-";"0"
"387";"MOMIN ENTERPRISES";"BOLAR MANGALORE -575001";"9845033558";;"MOMIN ENTERPRISES";"29AGDPA6541R1ZZ";"1"
"388";"RAMANATH MARKETING";"KARANGALAPADY MANGALORE";"0824-4253052";"-";"RAMANATH MARKETING";"29AKNPP3411H1ZZ";"0"
"389";"RAMANATH APPAREL";"KARANGALPADY MANGALORE";"0824-22451";"-";"RAMANATH APPAREL";"29AKNPP3411H1ZZ";"0"
"390";"ANUGRAHA ENTERPRISES";"KAVOOR MANGALORE";"9945322557";"-";"ANUGRAHA ENTERPRISES";"29BFLPS6999K2Z1";"0"
"391";"V.V AGENCIES";"SHRI DURGA COMEX,5-4-233/1
BALLAL BAGH MANNAGUDDA";"08244269777,9845226077";;"V.V AGENCIES";"29AAFFV6869F1ZJ";"1"
"392";"KEMMALE FOOD &BEVERAGES";"P M ROAD HAMPANKATTA MANGALORE";"8722990000";"-G@K.COM";"KEMMALE FOOD &BEVERAGES";"29AATFK3153F1Z1";"1"
"393";"M MUKUNDA DAMODAR HEGDE & BRO";"
























";"0824-2421838";"-";"M MUKUNDA DAMODAR HEGDE&BROS";"29AACFM3776D1Z7";"0"
"394";"DEV SNACKS";"NO:E-53, SRI LALITHA NIVAS GROUND FLOOR, BALAJI EX";"9538398598,9739638400";;"DEV SNACKS";"29AGHPR6222N1ZS";"1"
"395";"JALADURGA ENTERPRISES";"VISHNU TOWERS SHALLEPADAVU
MOODUSHEDE MANGALORE";"8957576625,8951516658";;"JALADURGA ENTERPRISES";"29AVVPC9824A1ZB";"1"
"396";"SUMITHRA";"MANNAGUDDA MANGALORE";"9945155380";"-";"SUMITHRA";"-";"0"
"397";"MAHALINGESHWARA DISTRIBUTORS";"KAVOOR MANGALORE";"08240245589";"deepudas89@gmail.com";"MAHALINGESHWARA DISTRIBURORS";"29CCKPD2072B1ZY";"1"
"398";"NASH TRADING COMPANY";"J M ROAD BUNDER
MANGALORE";"0824-4255656,2424656/2424748";"nashfoods@gmail.com";"NASH TRADING COMPANY";"29AAEFN3733B1ZJ";"1"
"399";"M/S G .N.H KINI";"PORT ROAD BUNDER MANGALORE";"0824-24698325";;"M/S G.H.H KINI";"29AACFG4131E1ZS";"1"
"400";"PLASTIC HOUSE";"MAIDAN CROSS ROAD 
MANGALORE";"2448374";"plastichouse@yahoo.co.in";"PLASTIC HOUSE";"29ACTPA2821N1Z8";"0"
"401";"ESQUIRE MULTIPLASTPVT LTD";"BUILDING NO 18/509,510 VENGARA VAYAI
KANNUR";"9075317466";"-";"ESQUIRE MULTIPLAST PVT LTD";"32AAHCA0218L1Z1";"0"
"402";"T T R GENERAL STORE";"BIBI ALABI ROAD
MANGALORE";"0824-245589";"-";"T T R GENERAL STORE";"29AADFT9509J1ZN";"0"
"403";"PHOENIX DISTRIBUTORS";"JEPPINAMOGARU MANGALORE";"8147983635";"-";"PHOENIX DISTRIBUTORS";"29AASFP7440B1ZZ";"0"
"404";"LIFEON NATURAL FOOD PRODUCTS";"THUMBE BANTWAL KARNATAKA ";"0824-248659";"lifeonteagroup@gmail.com";"LIFEON NATURAL FOOD PRODUCTS";"29AAHFL3669H1ZV";"1"
"405";"NIYATHI AGENCIES";"AVE MARIA PACHANADY BONDEL MANGALORE";"9480486767";"nthithi@gmail.com";"NIYATHI AGENCIES";"29BHGPK1240N1Z5";"0"
"407";"L M J ENTERPRISES";"BEHIND URDU SCHOOL BUNDER MANGALORE";"2422733";"-";"L M J ENTERPRISES";"29AGHPS4718E1Z5";"0"
"408";"GEETA STORES";"109,JEWELLLERS STREET,SHIVAJI NAGAR,BANGALORE-5600";"41266562,9845015546";;"GEETA STORES";"29AABFG0698R1ZM";"0"
"409";"NUTS AND GRAINS";"KULSHEKARA MANGALORE";"9164946959";"nutsandgrains,sales@gmail.com";"NUTS AND GRAINS";"29ABFFA8069F1Z6";"0"
"410";"EXIMI -S";"UDUPI ";"8105456866";;"EXIM-S";"29BXLP9084R1ZS";"0"
"411";"GAJALAXMI ENTERPRISES";"JYOTHI COMPLEX URWA STORE MANGALORE";"9400305946";"ashokmnambiar@gmail.com";"GAJALAXMI ENTERPRISES";"-";"0"
"412";"THE SPICY TOOTH";"BUNDER MANGALORE";"9972411941";;"THE SPICY TOOTH";"29AANFT9028J1ZF";"1"
"413";"DELITE FRESH FOODS";"BOLLANKINI-UDDABETTU, MALLUR POST, MANGALURU-57502";"8904021335";"-";"DELITE FRESH FOODS";"29AANFD3673M1ZQ";"0"
"414";"SHRI KATYAYANI TRADERS";"ASHOK NAGAR, MANGALORE - 575006";"9148953044";"-";"SHRI KATYAYANI TRADERS";"29CVIPP9950P1ZB";"0"
"415";"EZEEPACK";"MAIDAN CROSS ROAD, MANGALORE.";"2441672";"-";"EZEEPACK";"29ADTPB6997M1ZE";"0"
"416";"THE INDIAN INDUSTRIALS AND AGENCIES";"K.S.RAO ROAD, MANGALORE.";"08242440404,9844043876";;"THE INDIAN INDUSTRIALS AND AGENCIES";"29AEDPK9806M1ZX";"1"
"417";"DULHAN ORGG EGG CENTRE";"THOKKOTTU, MANGALORE.";"  7760319593";"-";"DULHAN ORGG EGG CENTRE";"-";"0"
"418";"S K TRADERS (SAI KATEEL TRADERS)";"1222152, DURGA SAUDA, OPP FLOWER MARKET, CARSTREET";"9844910550";"sktradersmlore@gmail.com";"S K TRADERS (SAI KATEEL TRADERS)";"29ADSFS2286B1ZO";"0"
"419";"NATURALINE NATURACEUTICALS  PVT LTD";"#1-92, SRI KRISHNA ARCADE, AIRPORT ROAD, PADAVINAN";"7760508913";"sukeshmy@naturaline.com";"NATURALINE NATURACEUTICALS  PVT LTD";"29AAFCN5472R1ZJ";"0"
"420";"R R DISTRIBUTORS";"MANGALORE";"08244288999";"-";"R R DISTRIBUTORS";"29AAXFR5648C1ZK";"0"
"421";"TAPASYA ENTERPRISES";"GROUND FLOOR  3-W-27-2234   KADRI ro MANGALORE";"797535008;9886655882,9741436141";;"TAPASYA ENTERPRISES";"29ALWPM7751MIZX";"1"
"422";"MUKTHA DISTRIBUTORS";"D.NO. 6-39/2,
SWAMY KRIPA BUILDING,
ALAGUDDE, KO";"0824226644";"mukthadistributors@gmail.com";"MUKTHA DISTRIBUTORS";"29ABIFM2156L1ZU";"0"
"423";"PRAVEEN PINTO";"MANGALORE POULTRY, SURATHKAL, MANGALORE.";"7026753151";"-";"PRAVEEN PINTO";"-";"0"
"424";"INDIAN DRY FRUITS";"CENTRAL MARKET, 
MANGALORE-575001";"9591846854";"-";"INDIAN DRY FRUITS";"29CHGPR2774H1ZT";"0"
"425";"NEW JANANI";"D.NO. 7-10-1043, BOLOOR, MANGALORE-575003";"0824665531";"-";"NEW JANANI";"-";"0"
"426";"MATILDA SOLUTIONS Pvt.Ltd";"24 VALLABH NAGAR, RAIPUR, CG, INDIA 492001";"7892004965";"3sistersdrinks@gmail.com";"MATILDA SOLUTIONS Pvt.Ltd";"22AALCM1572H1ZK";"0"
"427";"P&G BOOK COMPANY";"59-12, BANTWAL, DK, KARNATAKA";"9611393477";;"P&G BOOK COMPANY";"29GHUPS7381L1ZZ";"1"
"428";"DINE FOODS ";"DINE FOODS  2-82/K , KAIRALI COMPLEX,KALKATTA,MANG";"9188800092";"dinefoodsindia@gmail.com";"DINE FOODS ";"29AAPFD1083K1Z0";"1"
"429";"KOZHIKODENS KODAGU DIVISION";"GONDIBASAVANAHALI, MADAPATTNA POST, KUSHALNAGAR SO";"9847338830";"kozhikodensbanqaloresales@gmail.com";"KOZHIKODENS KODAGU DIVISION";"29AAZPF0862E2ZE";"1"
"430";"VBAZAAR GENERAL STORE";"NEAR CENTRAL MARKET CASBA BAZAR, MANGALORE.";"9902238365";"-";"VBAZAAR GENERAL STORE";"29AGPPB5489H2ZT";"0"
"431";"MAYA TRADING CO";"KODIALBAIL, KAMBLA WARD, MANGALURU.";"9341688886,81970568886,0284 42678";"gurudath72@gmail.com";"MAYA TRADING CO";"29ATVPP5928L1ZI";"1"
"432";"CHIPVALLEY FOODS PVT.LTD";"RABALE, NAVI MUMBAI, MAHARASHTRA";"9449332299";"kokaindia@gmail.com";"CHIPVALLEY FOODS PVT.LTD";"27AAACA3812D1ZA";"0"
"433";"MADHAV NOVELTY";"OPP SERVICE BUS STAND, MANGALORE-1";"9712497862";"-";"MADHAV NOVELTY";"29EEVPK2429N1ZK";"0"
"434";"VAISHNAVI SURGICALS";"MAROLI MANGALORE";"9902185559";"-";"VAISHNAVI SURGICALS";"29AUFPR9511E1ZE";"0"
"435";"YEFMART HYPERMARKET PVT LTD";"F A TOWER
J M ROAD
MANGALORE";"0008242422331";"-";"YEFMART HYPERMARKET PVT LTD";"29AABCY0730B1ZQ";"0"
"436";"NEWMAN SALES CORPORATION";"JAMIYA MASJID BUILDING SALMAR,
KARKALA-574104";"9743700915";"-";"NEWMAN SALES CORPORATION";"29BAHPM7073H1ZA";"0"
"437";"M R ENTERPRISES";"PORT ROAD, BUNDER,
MANGALURU-575001";"08242428559";"-";"M R ENTERPRISES";"29AABFM8208R1ZM";"0"
"438";"VANDANA SWEETS";"D.NO.3-288/1,
MANGALORE.";"9902142557";"vandanasweets7@gmail.com";"VANDANA SWEETS";"-";"0"
"439";"SURGI WORLD";"MAROLI, MANGALORE.";"9945055539";"-";"SURGI WORLD";"29AUFPR9510F1ZD";"0"
"440";"GOURI FOOD PRODUCTS";"PLOT NO. 3502/30/D, SHIVAGIRI, 2ND MAIN,
UNKAL CR";"9743709148";"-";"GOURI FOOD PRODUCTS";"-";"0"
"441";"SOORYA ELECTRONICS";"D.NO. 17-7-486/1,
VALNECIA, MANGALORE.";"08241774861";"sooryaelectronicsmdc@gmail.com";"SOORYA ELECTRONICS";"29AMPPD2675M1ZE";"0"
"442";"ELAHI TRADING CO";"ATTAVAR, KAPERIGUDDA, MANGALORE - 575002";"8971544944";"-";"ELAHI TRADING CO";"29AHNPA5714B1ZN";"0"
"443";"HANJUNG EXIM PRIVATE LTD";"36, KRISHNA COLONY,
TRICHY ROAD, 
COIMBATORE - 5";"08244416190";"hjexim@hotmail.com";"HANJUNG EXIM PRIVATE LTD";"33AACCH5262N1ZF";"0"
"444";"SANDESHA ENTERPRISES";"KRISHNAKODI,GOLTHAMAJAL VILLAGE,
KALLADKA 574222";"9902669038";"sandeshaenterprises2016@gmail.com";"SANDESHA ENTERPRISES";"29ESHPS1635C1ZM";"0"
"445";"BARTERSPHERE TRADING PRIVATE LIMITED";"# 4/1 SERPENTINE ROAD KUMARA PARK WESTBANGALORE, K";"918023468899";"-";"BARTERSPHERE TRADING PRIVATE LIMITED";"29AAGCB0764M1ZB";"0"
"446";"MANGAL SALES & MARKETING";"#365 A RAMANNA STREET DEVRAJ MOHALLA MYSORE";"08214245535";"msm.mys@gmail.com";"MANGAL SALES & MARKETING";"29AECPN7816B1ZK";"0"
"447";"SRINIVAS COMMERCIALS";"BOLOOR, 
MANGALORE.";"9972929292";"-";"SRINIVAS COMMERCIALS";"29ANAPS9984Q1ZM";"0"
"448";"SHREE MATHA ENTERPRISES";"MANGALA SANKEERNA, NEAR SUSHRUTHA HOSPITAL BYPASS ";"9482691163";"-";"SHREE MATHA ENTERPRISES";"29BSKPB5085R1ZW";"0"
"449";"FAMOUS FOOD";"ZEENATH PLAZA, AMMEMAR, MANGALORE - 574143";"9164688903";"-";"FAMOUS FOOD";"-";"0"
"450";"ROHINI ENTERPRISES";"8-112/1, PADAVU KANADKA, SHAKTHINAGAR, MANGALURU-5";"9742070016";"-";"ROHINI ENTERPRISES";"29AWKPN2874P1ZI";"0"
"451";"FINE LAND AGRO ORGANICS";"ROYAL PRIDE, BOLAR LEEWEL, MANGALURU- 575001";"8310452560";"finelandagroorg@gmail.com";"FINE LAND AGRO ORGANICS";"29GXLPS3827P2Z8";"0"
"452";"BRAHMARI ROTTI MANE";"NEAR NARAYANA SANIL GOVT. HIGH SCHOOL, POST HALEAN";"7899766284";;"BRAHMARI ROTTI MANE";"29BDGPB6123D1ZZ";"1"
"453";"LYF SENSE CORP";"16-5-359/2
VAS LANE 1ST CROSS FLANIR, MANGALORE 
";"08245564563";"-";"LYF SENSE CORP";"29AOOPM0718H1ZP";"0"
"454";"SRI GANESH TRADERS(BA)";"SWASTHI CASHEW CAMPOUND PADAVINANGADI-8";"08242972339";;"SRI GANESH TRADERS(BA)";"29ABRPB4036B1ZX";"1"
"455";"SRI SAI AGENCIES";"D.NO. 7-7-895, GROUND FLOOR, BOCKAPATNA ROAD, BOLO";"9986220722";"-";"SRI SAI AGENCIES";"29ADSFS1530J1ZM";"0"
"456";"M PUNDALIK MALLYA";"CHAMBER ROAD, BUNDER, MANGALORE-575001";"08245242631";"mpmallya2010@gmail.com";"M PUNDALIK MALLYA";"29ADKPM0205E1ZW";"0"
"457";"GIFT INN TRADING";"DOOR NO 5, 12-1133/5
OPP. VISHAL CHILDRENS HOSPIT";"08242493236";"giftinntrading14@gmail.com";"GIFT INN TRADING";"29BIIPB5504R1ZU";"0"
"458";"BADTHODI KAMALAKSHA SHENOY";"MERCHANTS, BUNDER, MANGALORE-575001";"9448457510";"-";"BADTHODI KAMALAKSHA SHENOY";"29AKMPS6506R1Z2";"0"
"459";"SANNIDHI ENTERPRISES";"DOOR NO. 1-33, GROUND FLOOR, OPP: INLAND WINDSORS,";"9886757079";"-";"SANNIDHI ENTERPRISES";"29ADTFS9162K1ZZ";"0"
"460";"PAVAKI GROUP";"D.NO.2-69/4,
KOTEKANI ROD, SAJIPAPADU, BANTWALA-5";"08255271844";"-";"PAVAKI GROUP";"29AAWFP8968J1ZV";"0"
"461";"SHREE GOPAL AGENCY";"GROUND FLOOR, 5-11-1069/1
NITYANANDA KRIPA
1ST M";"9036463612";"-";"SHREE GOPAL AGENCY";"29ADVFS9597G1ZR";"0"
"462";"AAYILYA DISTRIBUTORS";"3W-30-2487/1, KADRI KAMBLA ROAD, MANGALORE-575004";"08242988417";"aayilyadisributor@gmail.com";"AAYILYA DISTRIBUTORS";"29ANOPS2165F1ZK";"0"
"463";"K.K. FOOD SUPPLIERS";"MANCHI, BANTWAL";"9611101494";"-";"K.K. FOOD SUPPLIERS";"29CERPK6126C1ZB";"0"
"464";"BLUE MOON BOTTLING COMPANY";"AJJINADKA, KOTEKAR POST, MANGALORE-575022";"08242244123";"bluemoonsindia@gmail.com";"BLUE MOON BOTTLING COMPANY";"29AALFB5855D1Z9";"0"
"465";"MARDIA SALES CORPORATION";"#136,3rd Main Road, 9TH CROSS, CHAMRAJPET, BANGALO";"080-48665947,8453636298";"skmardia@yahoo.com";"MARDIA SALES CORPORATION";"29AGQPM8859F1ZI";"0"
"466";"SURGICAL REMEDY HEALTHCARE CO.";"NO.202, 2ND FLOOR, ABHIMAN COMMERCIAL COMPLEX KODI";"08244252945";"sales@surgicalremedy.com";"SURGICAL REMEDY HEALTHCARE CO.";"29AMSPB5220H1Z1";"0"
"467";"LAXMI POWER SOLUTIONS(LAXMI ENTERPRISES)";"DN.1-350/4Y.M.COMPLEX KODIPPADY, 34 NEKKILADY, PUT";"9481390466";"laxmipowersolutions8gmail.com";"LAXMI POWER SOLUTIONS(LAXMI ENTERPRISES)";"29AKSPG6226C1Z2";"0"
"468";"MANGALORE TAKEOUT";"PLOT NO.34, INDUSTRIAL AREA, KOLNAD, MILKI, MANGAL";"08242983599";"customercare@mtakeout.in";"MANGALORE TAKEOUT";"29ABGFM9824P1ZB";"0"
"469";"supreme enterprises";"1n5 403 dwarakanagr kottaramangaluru 575006";"09611393477";;"supreme enterprises";"29ADVFS7334K1Z3";"1"
