stock_id,supplier_id,qty,sprice,pprice,mrp,tax,decision
58838,297,5,61.75,238.35,65,5,1
58839,58,10,43.12,397.7,49,12,1
58840,58,10,22.88,211,26,12,1
58841,58,3,206.8,572.25,235,12,1
58842,58,3,50.16,238.65,57,12,1
58843,297,5,40,154,40,0,1
58844,324,2,66.5,112.38,70,5,1
58845,58,3,50.16,133.92,57,12,1
58846,58,4,95,338.12,100,5,1
58847,324,2,85.5,144.76,90,5,1
58848,58,10,4.75,41.1,5,5,1
58849,324,1,85.5,72.38,90,5,1
58850,324,1,57,48.57,60,5,1
58851,58,3,85.5,229.59,90,5,1
58852,39,12,24.64,259.83,28,12,1
58853,39,24,30.8,649.68,35,12,1
58854,39,6,66,347.98,75,12,1
58855,39,12,79.2,835.17,90,12,1
58856,39,12,33.44,352.579,38,12,1
58857,39,6,154,811.95,175,12,1
58858,39,6,74.8,394.36,85,12,1
58859,39,6,79.2,417.58,90,12,1
58860,39,6,96.8,420.36,110,12,1
58861,39,12,35.2,371.2,40,12,1
58862,54,6,24.6,136.2,30,18,1
58863,54,3,82,214.44,100,18,1
58864,54,12,12.3,132.109,15,18,1
58865,54,12,41,453.96,50,18,1
58866,54,12,41,453.96,50,18,1
58867,54,36,24.6,792.677,30,18,1
58868,54,3,41,107.23,50,18,1
58869,54,12,8.2,88.11,10,18,1
58870,54,16,8.2,117.49,10,18,1
58871,54,16,8.2,117.49,10,18,1
58872,54,12,8.2,88.11,10,18,1
58873,54,36,24.6,792.677,30,18,1
58874,54,32,20.5,587.28,25,18,1
58875,54,12,16.4,179.37,20,18,1
58876,54,3,49.2,134.5,60,18,1
58877,54,12,8.2,88.11,10,18,1
58878,54,12,12.3,132.109,15,18,1
58879,54,24,8.2,176.23,10,18,1
58880,54,12,12.3,132.109,15,18,1
58881,54,20,16.4,293.52,20,18,1
58882,54,15,8.2,110.139,10,18,1
58883,54,6,16.4,88.0596,20,18,1
58884,54,15,8.2,110.139,10,18,1
58885,54,60,1.64,90.366,2,18,1
58886,32,12,53.3,569.52,65,18,1
58887,32,12,57.4,528.84,70,18,1
58888,32,12,53.3,528.84,65,18,1
58889,32,8,56.58,374.24,69,18,1
58890,32,8,56.58,374.24,69,18,1
58891,32,6,90.2,447.48,110,18,1
58892,32,12,53.3,528.84,65,18,1
58893,192,12,36.9,417,45,18,1
58894,192,8,36.9,278,45,18,1
58895,192,12,36.9,375.24,45,18,1
58896,192,12,36.9,375.24,45,18,1
58897,192,12,32.8,375.24,40,18,1
58898,192,12,32.8,375.24,40,18,1
58899,192,12,20.5,208.44,25,18,1
58900,192,12,20.5,208.44,25,18,1
58901,266,10,30.875,247.6,32.5,5,1
58902,266,10,29.5,224.7,29.5,0,1
58903,266,10,38,228.6,38,0,1
58904,266,10,24,182.8,24,0,1
58905,266,10,31,236.2,31,0,1
58906,237,6,17.6,95.7,20,12,1
58907,237,6,17.6,95.7,20,12,1
58908,266,6,22,100.56,22,0,1
58909,266,10,30,228.6,30,0,1
58910,266,6,60,228,60,0,1
58911,237,6,17.6,95.7,20,12,1
58912,237,6,17.6,95.7,20,12,1
58913,237,6,17.6,95.7,20,12,1
58914,237,6,17.6,95.7,20,12,1
58915,237,6,17.6,95.7,20,12,1
58916,237,6,17.6,95.7,20,12,1
58917,237,6,17.6,95.7,20,12,1
58918,266,3,154,375,175,12,1
58919,237,12,8.8,87.6696,10,12,1
58920,266,2,127.6,206,145,12,1
58921,237,12,8.8,87.6696,10,12,1
58922,237,12,8.8,87.6696,10,12,1
58923,237,12,8.8,87.6696,10,12,1
58924,266,1,127.6,103,145,12,1
58925,237,12,8.8,87.6696,10,12,1
58926,237,12,8.8,87.6696,10,12,1
58927,266,3,132,321,150,12,1
58928,237,12,8.8,87.6696,10,12,1
58929,237,12,8.8,87.6696,10,12,1
58930,266,3,127.6,309,145,12,1
58931,237,12,8.8,87.6696,10,12,1
58932,237,12,8.8,87.6696,10,12,1
58933,192,10,49.2,416.9,60,18,1
58934,192,10,24.6,208.5,30,18,1
58935,192,12,20.5,208.44,25,18,1
58936,192,20,12.3,208.4,15,18,1
58937,192,10,16.4,139,20,18,1
58938,192,10,16.4,139,20,18,1
58939,192,12,16.4,166.8,20,18,1
58940,181,12,32.8,305.04,40,18,1
58941,192,12,16.4,166.8,20,18,1
58942,181,3,217.55,471.42,229,5,1
58943,192,12,20.5,208.44,25,18,1
58944,181,2,96.8,142.86,110,12,1
58945,192,10,16.4,139,20,18,1
58946,181,2,96.8,142.86,110,12,1
58947,192,1,213.2,194.58,260,18,1
58948,192,1,213.2,194.58,260,18,1
58949,181,1,96.8,71.43,110,12,1
58950,192,1,164,138.98,200,18,1
58951,192,1,94.3,166.78,115,18,1
58952,181,10,9.5,76,10,5,1
58953,192,1,114.8,97.29,140,18,1
58954,192,1,114.8,97.29,140,18,1
58955,192,1,114.8,97.29,140,18,1
58956,192,1,123,111.19,150,18,1
58957,192,1,82,76.44,100,18,1
58958,192,1,114.8,97.29,140,18,1
58959,192,1,114.8,97.29,140,18,1
58960,63,20,20.5,339,25,18,1
58961,181,10,9.5,142.9,10,5,1
58962,63,16,32.8,433.899,40,18,1
58963,181,10,9.5,76.2,10,5,1
58964,181,10,9.5,76.2,10,5,1
58965,181,10,30,230,30,0,1
58966,63,1,123,101.69,150,18,1
58967,63,1,73.8,67.8,90,18,1
58968,63,1,69.7,64.41,85,18,1
58969,63,1,57.4,54.24,70,18,1
58970,63,1,237.8,203.39,290,18,1
58971,63,1,221.4,193.22,270,18,1
58972,63,1,213.2,189.83,260,18,1
58973,63,40,8.2,338.98,10,18,1
58974,63,8,20.5,135.55,25,18,1
58975,144,3,30,75,30,0,1
58976,138,3,232.75,557.15,245,5,1
58977,63,12,8.2,81.36,10,18,1
58978,63,12,8.2,81.36,10,18,1
58979,63,6,20.5,122.03,25,18,1
58980,63,6,24.6,122.03,30,18,1
58981,138,3,133,331.44,140,5,1
58982,63,15,20.5,254.24,25,18,1
58983,63,20,12.3,229,15,18,1
58984,63,20,12.3,229,15,18,1
58985,63,20,12.3,229,15,18,1
58986,63,16,20.5,325.419,25,18,1
58987,63,16,24.6,325.419,30,18,1
58988,63,16,24.6,325.419,30,18,1
58989,138,10,232.75,2000,245,5,1
58990,187,2,102.5,167.73,125,18,1
58991,187,2,102.5,167.73,125,18,1
58992,138,20,128.25,2019.09,135,5,1
58993,187,2,77.9,127.48,95,18,1
58994,138,9,19,141.39,20,5,1
58995,187,25,16.4,353.25,20,18,1
58996,187,24,28.7,508.56,35,18,1
58997,187,32,49.2,1355.84,60,18,1
58998,138,6,35.15,171.42,37,5,1
58999,187,24,36.9,762.72,45,18,1
59000,187,25,8.2,176.5,10,18,1
59001,187,25,24.6,529.75,30,18,1
59002,187,20,12.3,211.8,15,18,1
59003,187,25,8.2,176.5,10,18,1
59004,187,20,12.3,211.8,15,18,1
59005,187,1,270.6,233.05,330,18,1
59006,287,2,30,50,30,0,1
59007,287,4,18,60,18,0,1
59008,287,5,25,105,25,0,1
59009,287,4,25,80,25,0,1
59010,287,3,30,75,30,0,1
59011,287,5,10,40,10,0,1
59012,287,5,35,150,35,0,1
59013,258,6,198,1092.84,225,12,1
59014,258,6,127.6,621.42,145,12,1
59015,122,12,52.25,457.143,55,5,1
59016,122,6,104.5,457.14,110,5,1
59017,15,1,159.9,153.31,195,18,1
59018,15,1,102.5,96.3,125,18,1
59019,15,1,139.4,130.97,170,18,1
59020,15,1,237.8,223.42,290,18,1
59021,15,2,110.7,208.02,135,18,1
59022,15,2,233.7,439.14,285,18,1
59023,15,3,151.7,392.91,185,18,1
59024,15,2,135.3,254.24,165,18,1
59025,15,10,81.18,762.7,99,18,1
59026,15,2,81.18,152.54,99,18,1
59027,15,12,81.18,915.24,99,18,1
59028,15,12,81.18,915.24,99,18,1
59029,15,10,81.18,762.7,99,18,1
59030,15,2,81.18,152.54,99,18,1
59031,15,1,131.2,123.27,160,18,1
59032,15,2,53.3,103.24,65,18,1
59033,15,2,818.36,1487.92,998,18,1
59034,15,3,180.5,480.51,190,5,1
59035,273,12,16.4,169.483,20,18,1
59036,15,6,49.2,272.4,60,18,1
59037,273,3,176,482.133,200,12,1
59038,273,3,118.9,0,145,18,1
59039,15,32,8.2,242.24,10,18,1
59040,15,16,8.2,121.12,10,18,1
59041,15,16,8.2,121.12,10,18,1
59042,15,4,16.4,60.52,20,18,1
59043,15,12,16.4,181.56,20,18,1
59044,15,8,16.4,121.04,20,18,1
59045,15,16,8.2,121.12,10,18,1
59046,15,30,16.4,453.9,20,18,1
59047,15,2,93.1,164.5,98,5,1
59048,15,16,8.2,121.12,10,18,1
59049,15,2,31.16,58.56,38,18,1
59050,15,3,75.44,212.64,92,18,1
59051,15,3,229.6,647.16,280,18,1
59052,15,2,229.6,431.44,280,18,1
59053,15,24,45.1,1016.88,55,18,1
59054,15,2,118.9,223.42,145,18,1
59055,15,4,42.75,155.84,45,5,1
59056,320,3,35,93,35,0,1
59057,320,3,35,93,35,0,1
59058,320,3,40,108,40,0,1
59059,320,2,30,54,30,0,1
59060,88,14,46,490,46,0,1
59061,240,15,47.5,571.35,50,5,1
59062,59,18,64.8,1051.42,90,28,1
59063,59,12,22,243.499,25,12,1
59064,124,5,13.2,53.6,15,12,1
59065,124,5,22,98.2,25,12,1
59066,59,24,28.8,612.859,40,28,1
59067,124,5,22,89.3,25,12,1
59068,124,5,13.2,53.6,15,12,1
59069,59,12,26.4,311.61,30,12,1
59070,59,15,17.6,225.78,20,12,1
59071,71,10,66.5,552.4,70,5,1
59072,71,3,123.5,314.28,130,5,1
59073,71,5,61.75,266.65,65,5,1
59074,59,5,64.8,292.06,90,28,1
59075,59,4,87.12,282.88,99,12,1
59076,59,4,61.6,227.38,70,12,1
59077,59,12,22,209.82,25,12,1
59078,59,12,18,186.43,25,28,1
59079,59,12,18,186.43,25,28,1
59080,59,4,57.2,227.38,65,12,1
59081,71,2,66.5,106.66,70,5,1
59082,59,16,15.58,0,19,18,1
59083,59,12,24.6,264.409,30,18,1
59084,59,10,12.96,124.24,18,28,1
59085,59,28,9.84,219.03,12,18,1
59086,59,15,17.6,225.78,20,12,1
59087,59,15,17.6,245.52,20,12,1
59088,26,12,61.6,610.68,70,12,1
59089,26,10,53.3,466.1,65,18,1
59090,59,12,18,186.43,25,28,1
59091,59,24,28.8,612.96,40,28,1
59092,144,2,30,50,30,0,1
59093,144,2,30,50,30,0,1
59094,144,2,18,30,18,0,1
59095,59,12,28.8,306.43,40,28,1
59096,144,4,33,112,33,0,1
59097,144,3,40,105,40,0,1
59098,144,3,25,63,25,0,1
59099,59,30,12.96,363.009,18,28,1
59100,132,4,30,100,30,0,1
59101,59,15,17.6,207.15,20,12,1
59102,132,2,18,30,18,0,1
59103,59,15,17.6,216.079,20,12,1
59104,132,5,38,161.905,40,5,1
59105,59,15,17.6,249.109,20,12,1
59106,59,10,12.96,121,18,28,1
59107,132,5,38,161.905,40,5,1
59108,59,12,18,186.43,25,28,1
59109,132,5,33.25,133.333,35,5,1
59110,59,12,14.4,186.43,20,28,1
59111,59,12,28.8,306.43,40,28,1
59112,132,10,38,323.81,40,5,1
59113,132,10,33.25,266.667,35,5,1
59114,88,8,46,280,46,0,1
59115,59,24,28.8,612.859,40,28,1
59116,88,10,46,350,46,0,1
59117,132,2,30,50,30,0,1
59118,132,4,18,60,18,0,1
59119,59,24,14.76,288,18,18,1
59120,59,4,64.8,233.65,90,28,1
59121,132,5,38,161.905,40,5,1
59122,132,5,33.25,133.333,35,5,1
59123,132,4,30,100,30,0,1
59124,132,2,18,30,18,0,1
59125,172,5,50,200,50,0,1
59126,59,5,25,0,25,0,1
59127,120,1,140,115,140,0,1
59128,71,5,66.5,276.2,70,5,1
59129,71,5,76,304.75,80,5,1
59130,71,3,61.75,159.99,65,5,1
59131,287,4,30,100,30,0,1
59132,287,4,18,60,18,0,1
59133,287,4,25,84,25,0,1
59134,287,4,25,80,25,0,1
59135,287,4,30,100,30,0,1
59136,287,4,40,140,40,0,1
59137,287,2,30,50,30,0,1
59138,287,4,10,32,10,0,1
59139,71,10,66.5,552.4,70,5,1
59140,71,3,61.75,159.99,65,5,1
59141,71,5,66.5,266.65,70,5,1
59142,54,1,1040.58,977.66,1269,18,1
59143,71,5,57,238.1,60,5,1
59144,54,1,521.55,475.32,549,5,1
59145,54,1,323.9,304.31,395,18,1
59146,320,3,35,93,35,0,1
59147,54,1,487.9,458.4,595,18,1
59148,320,3,35,93,35,0,1
59149,320,3,35,93,35,0,1
59150,320,2,40,72,40,0,1
59151,54,1,664.05,605.19,699,5,1
59152,144,4,18,60,18,0,1
59153,144,6,33,168,33,0,1
59154,144,3,25,63,25,0,1
59155,144,2,40,70,40,0,1
59156,54,1,175.12,161.53,199,12,1
59157,144,4,30,100,30,0,1
59158,144,5,18,75,18,0,1
59159,144,6,33,168,33,0,1
59160,144,1,25,21,25,0,1
59161,144,1,40,35,40,0,1
59162,144,4,38,129.52,40,5,1
59163,172,5,50,200,50,0,1
59164,54,1,491.18,461.48,599,18,1
59165,180,5,52.25,214.3,55,5,1
59166,54,1,491.18,461.48,599,18,1
59167,132,4,30,100,30,0,1
59168,132,2,18,30,18,0,1
59169,132,4,30,100,30,0,1
59170,54,3,210.32,582,239,12,1
59171,240,10,47.5,380.9,50,5,1
59172,54,1,225.5,211.86,275,18,1
59173,54,1,225.5,211.86,275,18,1
59174,54,1,225.5,211.86,275,18,1
59175,54,1,225.5,211.86,275,18,1
59176,54,3,184.8,511.35,210,12,1
59177,54,1,225.5,211.86,275,18,1
59178,54,3,87.12,241.08,99,12,1
59179,265,100,45,3200,45,0,1
59180,54,1,189.05,172.29,199,5,1
59181,300,15,52.25,630,55,5,1
59182,54,1,331.55,302.16,349,5,1
59183,54,2,81.18,152.54,99,18,1
59184,54,1,163.18,153.31,199,18,1
59185,265,30,10,240,10,0,1
59186,54,1,280.72,258.93,319,12,1
59187,265,30,10,240,10,0,1
59188,54,1,198,182.63,225,12,1
59189,54,1,533,500.77,650,18,1
59190,54,1,105.78,99.38,129,18,1
59191,54,1,614.18,577.04,749,18,1
59192,54,1,225.5,211.86,275,18,1
59193,15,2,179.58,289.1,219,18,1
59194,54,3,94.3,265.8,115,18,1
59195,15,2,151.7,268.78,185,18,1
59196,54,1,242,223.21,275,12,1
59197,54,1,263.12,242.69,299,12,1
59198,54,3,45.1,127.11,55,18,1
59199,54,1,614.18,577.04,749,18,1
59200,15,12,49.2,466.15,60,18,1
59201,54,1,425.58,399.85,519,18,1
59202,15,12,45.1,508.46,55,18,1
59203,54,1,614.18,577.04,749,18,1
59204,54,3,86.1,242.67,105,18,1
59205,15,2,69.7,123.48,85,18,1
59206,54,2,66,121.76,75,12,1
59207,15,2,69.7,123.48,85,18,1
59208,54,6,40.18,226.5,49,18,1
59209,15,2,159.9,264.4,195,18,1
59210,15,2,159.9,264.4,195,18,1
59211,54,1,87.12,80.36,99,12,1
59212,15,2,245.18,356.62,299,18,1
59213,15,1,258.3,178.31,315,18,1
59214,54,1,712.5,649.35,750,5,1
59215,15,1,258.3,178.31,315,18,1
59216,54,3,327.18,922.2,399,18,1
59217,54,1,53.3,50.08,65,18,1
59218,15,1,258.3,178.31,315,18,1
59219,15,1,258.3,178.31,315,18,1
59220,15,2,217.3,326.77,265,18,1
59221,15,2,245.18,326.77,299,18,1
59222,15,2,217.3,326.77,265,18,1
59223,15,2,106.6,181.6,130,18,1
59224,15,2,28.7,52.96,35,18,1
59225,15,2,28.7,52.97,35,18,1
59226,15,2,53.3,94.44,65,18,1
59227,15,12,28.7,242.04,35,18,1
59228,308,24,20.5,336,25,18,1
59229,308,2,143.5,260,175,18,1
59230,144,3,30,75,30,0,1
59231,308,3,143.5,390,175,18,1
59232,144,4,30,100,30,0,1
59233,144,5,18,75,18,0,1
59234,308,1,143.5,130,175,18,1
59235,144,10,33,280,33,0,1
59236,144,3,25,63,25,0,1
59237,308,2,118.9,216,145,18,1
59238,144,2,40,70,40,0,1
59239,308,2,118.9,216,145,18,1
59240,308,2,118.9,216,145,18,1
59241,308,5,118.9,540,145,18,1
59242,308,1,118.9,108,145,18,1
59243,144,3,25,63,25,0,1
59244,308,3,94.3,261,115,18,1
59245,144,4,30,100,30,0,1
59246,132,4,30,100,30,0,1
59247,132,2,18,30,18,0,1
59248,308,6,24.6,108,30,18,1
59249,308,5,48.4,180,55,12,1
59250,308,12,7.04,60,8,12,1
59251,23,1,136.4,115.32,155,12,1
59252,23,3,69.52,176.34,79,12,1
59253,23,1,52.8,44.64,60,12,1
59254,23,2,57.2,96.72,65,12,1
59255,23,2,48.4,81.84,55,12,1
59256,308,20,10.66,200,13,18,1
59257,23,3,57.2,145.08,65,12,1
59258,23,1,104.72,88.54,119,12,1
59259,23,1,88,74.4,100,12,1
59260,23,1,202.4,171.13,230,12,1
59261,23,3,79.2,200.88,90,12,1
59262,23,4,79.2,267.84,90,12,1
59263,23,4,79.2,267.84,90,12,1
59264,23,2,79.2,133.92,90,12,1
59265,308,35,8.8,107.999,10,12,1
59266,15,2,110.7,165.331,135,18,1
59267,23,2,22.96,43.14,28,18,1
59268,23,6,52.8,257.16,60,12,1
59269,23,1,217.3,220.34,265,18,1
59270,23,1,241.9,254.24,295,18,1
59271,23,2,127.1,237.04,155,18,1
59272,308,16,13.2,150,15,12,1
59273,23,2,22.96,43.14,28,18,1
59274,23,2,55.76,107.86,68,18,1
59275,23,2,41,93.3,50,18,1
59276,23,1,225.5,211.86,275,18,1
59277,23,1,225.5,211.86,275,18,1
59278,308,15,8.8,60,10,12,1
59279,23,1,225.5,211.86,275,18,1
59280,23,1,225.5,211.86,275,18,1
59281,23,1,225.5,211.86,275,18,1
59282,23,1,225.5,211.86,275,18,1
59283,23,2,154,332.78,175,12,1
59284,23,2,49.2,93.3,60,18,1
59285,23,2,36.9,77.04,45,18,1
59286,308,16,7.04,48,8,12,1
59287,23,1,98.4,92.45,120,18,1
59288,23,3,155.8,393.38,190,18,1
59289,308,13,10.56,63.999,12,12,1
59290,308,12,13.2,54,15,12,1
59291,23,2,57.2,97.96,65,12,1
59292,308,6,13.2,45,15,12,1
59293,23,2,57.2,97.96,65,12,1
59294,23,2,22.96,43.14,28,18,1
59295,23,2,69.7,138.68,85,18,1
59296,23,6,16.4,92.46,20,18,1
59297,23,6,8.2,46.2,10,18,1
59298,23,6,8.2,46.2,10,18,1
59299,23,2,83.6,170.44,95,12,1
59300,308,3,96.8,225,110,12,1
59301,23,1,118.8,102.71,135,12,1
59302,23,1,171.6,146.17,195,12,1
59303,23,2,87.12,154.22,99,12,1
59304,23,2,81.18,181.82,99,18,1
59305,23,3,19,44.79,20,5,1
59306,23,3,17.6,44.79,20,12,1
59307,23,2,49.2,106.32,60,18,1
59308,23,2,49.2,106.32,60,18,1
59309,23,2,45.1,84.74,55,18,1
59310,23,2,31.16,53.94,38,18,1
59311,23,2,36.9,64.72,45,18,1
59312,23,2,79.2,181.82,110,28,1
59313,23,2,41,69.34,50,18,1
59314,23,2,28.7,49.3,35,18,1
59315,23,3,36.9,97.08,45,18,1
59316,23,2,36.9,69.34,45,18,1
59317,23,3,28.5,67.21,30,5,1
59318,23,3,75.44,195.63,92,18,1
59319,23,2,299.3,582.16,365,18,1
59320,308,12,17.6,96,20,12,1
59321,23,3,61.5,146.2,75,18,1
59322,23,3,41,106.32,50,18,1
59323,23,3,52.25,111.87,55,5,1
59324,308,12,13.2,30,15,12,1
59325,23,20,16.4,237.2,20,18,1
59326,23,24,12.3,183.12,15,18,1
59327,23,12,24.6,233.88,30,18,1
59328,23,3,0,0,0,18,1
59329,90,1,47.5,41.589,50,5,1
59330,40,20,10,173,10,0,1
59331,40,3,17,44.25,17,0,1
59332,40,3,17,44.25,17,0,1
59333,40,3,17,44.25,17,0,1
59334,40,3,17,44.25,17,0,1
59335,40,10,23.75,235.6,25,5,1
59336,40,6,23.75,141.36,25,5,1
59337,40,6,23.75,141.36,25,5,1
59338,40,6,23.75,141.36,25,5,1
59339,40,20,14,245,14,0,1
59340,40,10,34,307.5,34,0,1
59341,40,10,30,260.6,30,0,1
59342,40,6,60,309,60,0,1
59343,40,2,115,200,115,0,1
59344,40,2,60,103,60,0,1
59345,40,10,74.8,637.5,85,12,1
59346,40,4,84.48,298.28,96,12,1
59347,40,1,189.2,172.77,215,12,1
59348,40,2,100.32,177.1,114,12,1
59349,40,3,22.14,61.77,27,18,1
59350,40,4,79.2,260.36,90,12,1
59351,40,6,26.4,130.2,30,12,1
59352,40,6,26.4,130.2,30,12,1
59353,40,3,26.4,65.1,30,12,1
59354,40,4,79.2,260.36,90,12,1
59355,40,2,79.2,130.18,90,12,1
59356,40,2,79.2,130.18,90,12,1
59357,40,2,79.2,130.18,90,12,1
59358,40,2,79.2,130.18,90,12,1
59359,190,20,93.1,1624.52,98,5,1
59360,190,20,47.5,831.8,50,5,1
59361,190,20,47.5,831.8,50,5,1
59362,152,10,77.9,719.05,82,5,1
59363,152,20,38.95,733.332,41,5,1
59364,152,10,83.6,780.95,88,5,1
59365,152,10,85.5,809.52,90,5,1
59366,152,20,42.75,819.05,45,5,1
59367,258,12,61.5,594.96,75,18,1
59368,26,12,61.6,610.68,70,12,1
59369,26,10,53.3,466.1,65,18,1
59370,258,12,61.5,594.96,75,18,1
59371,258,12,36.9,357,45,18,1
59372,258,12,36.9,357,45,18,1
59373,258,12,36.9,357,45,18,1
59374,258,12,61.5,594.96,75,18,1
59375,258,12,36.9,357,45,18,1
59376,258,10,131.12,1037.7,149,12,1
59377,258,5,32.8,132.2,40,18,1
59378,258,4,147.6,475.92,180,18,1
59379,258,5,24.6,99.15,30,18,1
59380,258,9,131.12,933.93,149,12,1
59381,308,24,22,360,25,12,1
59382,258,2,32.8,52.88,40,18,1
59383,258,2,131.12,207.54,149,12,1
59384,258,2,127.6,201.96,145,12,1
59385,258,3,131.12,311.31,149,12,1
59386,258,15,24.6,297.45,30,18,1
59387,258,12,61.5,594.96,75,18,1
59388,258,5,131.12,518.85,149,12,1
59389,258,4,131.12,415.08,149,12,1
59390,258,1,110.7,89.24,135,18,1
59391,258,3,110.7,273.3,135,18,1
59392,258,2,110.7,182.2,135,18,1
59393,258,12,132,1253.52,150,12,1
59394,258,5,118.8,440.65,135,12,1
59395,258,3,32.8,79.32,40,18,1
59396,258,1,32.8,26.44,40,18,1
59397,258,3,32.8,79.32,40,18,1
59398,308,3,123,297.45,150,18,1
59399,258,18,20.5,297.54,25,18,1
59400,271,14,45.1,622.16,55,18,1
59401,271,14,49.2,622.16,60,18,1
59402,271,4,49.2,177.76,60,18,1
59403,24,2,52.8,85.72,60,12,1
59404,24,2,67.76,110,77,12,1
59405,24,1,61.6,57.14,70,12,1
59406,24,2,76.56,110,87,12,1
59407,24,2,52.8,85.72,60,12,1
59408,24,2,52.8,85.72,60,12,1
59409,24,2,52.8,85.72,60,12,1
59410,24,1,237.6,192.86,270,12,1
59411,24,1,164,135.59,200,18,1
59412,24,1,176,142.86,200,12,1
59413,24,2,176,285.72,200,12,1
59414,24,1,176,142.86,200,12,1
59415,24,2,76.56,110,87,12,1
59416,24,2,164,250,200,18,1
59417,24,2,76.56,110,87,12,1
59418,24,2,76.56,110,87,12,1
59419,24,2,76.56,110,87,12,1
59420,24,1,57.2,39.29,65,12,1
59421,24,1,237.6,192.86,270,12,1
59422,24,2,67.76,110,77,12,1
59423,24,2,76.56,110,87,12,1
59424,24,3,78.32,169.29,89,12,1
59425,240,10,47.5,380.9,50,5,1
59426,24,3,78.32,169.29,89,12,1
59427,24,2,76.56,110,87,12,1
59428,24,2,76.56,110,87,12,1
59429,146,20,8.8,156.25,10,12,1
59430,146,40,8.8,312.5,10,12,1
59431,146,10,8.8,78.125,10,12,1
59432,146,10,8.8,78.125,10,12,1
59433,146,60,4.1,225.426,5,18,1
59434,146,60,4.1,225.426,5,18,1
59435,146,18,8.8,142.85,10,12,1
59436,146,18,8.8,142.85,10,12,1
59437,146,18,8.8,142.85,10,12,1
59438,146,30,4.1,112.71,5,18,1
59439,146,18,8.8,142.85,10,12,1
59440,146,18,8.8,142.85,10,12,1
59441,309,3,932.4,1560,1295,28,1
59442,309,4,486,1228,675,28,1
59443,146,16,4.1,59.3328,5,18,1
59444,146,16,4.1,59.3328,5,18,1
59445,146,16,4.1,59.3328,5,18,1
59446,309,2,6551.28,7842,9099,28,1
59447,146,20,4.4,78.124,5,12,1
59448,146,20,4.4,78.124,5,12,1
59449,287,5,25,105,25,0,1
59450,287,5,35,150,35,0,1
59451,287,6,30,150,30,0,1
59452,287,6,18,90,18,0,1
59453,287,5,10,40,10,0,1
59454,287,5,10,40,10,0,1
59455,24,6,35.2,171.42,40,12,1
59456,144,2,30,50,30,0,1
59457,144,2,30,50,30,0,1
59458,144,5,18,75,18,0,1
59459,144,10,33,280,33,0,1
59460,144,3,30,75,30,0,1
59461,26,20,61.6,1017.8,70,12,1
59462,226,200,4.1,678,5,18,1
59463,226,12,16.4,144,20,18,1
59464,226,12,16.4,144,20,18,1
59465,226,12,16.4,144,20,18,1
59466,226,2,205,296.6,250,18,1
59467,226,2,123,203.4,150,18,1
59468,327,3,84.55,208.5,89,5,1
59469,327,3,104.5,257.7,110,5,1
59470,327,3,57,140.58,60,5,1
59471,327,2,131.12,218.18,149,12,1
59472,327,2,85.5,140.58,90,5,1
59473,327,2,85.5,148.38,90,5,1
59474,327,2,85.5,140.58,90,5,1
59475,327,2,152,249.9,160,5,1
59476,327,2,71.25,124.96,75,5,1
59477,327,2,76,124.96,80,5,1
59478,327,6,22,87.84,25,12,1
59479,327,3,61.75,152.28,65,5,1
59480,327,2,95.92,159.6,109,12,1
59481,327,2,131.12,218.18,149,12,1
59482,327,3,38,117.15,40,5,1
59483,327,3,85.5,210.87,90,5,1
59484,327,3,61.75,152.28,65,5,1
59485,327,2,71.25,117.14,75,5,1
59486,327,3,57,140.58,60,5,1
59487,327,3,57,140.58,60,5,1
59488,327,3,75,246,75,0,1
59489,327,2,95,187.42,100,5,1
59490,327,3,40,98.4,40,0,1
59491,327,1,266,218.67,280,5,1
59492,327,2,142.5,234.28,150,5,1
59493,15,3,145.2,394.62,165,12,1
59494,15,15,35.2,478.26,40,12,1
59495,15,3,70.4,191.34,80,12,1
59496,15,3,70.4,191.34,80,12,1
59497,15,1,147.6,136.19,180,18,1
59498,15,6,28.7,164.82,35,18,1
59499,15,3,81.18,221.28,99,18,1
59500,15,1,688.8,591.69,840,18,1
59501,15,1,389.5,342.8,475,18,1
59502,15,6,41.82,210.23,51,18,1
59503,15,1,61.5,56.75,75,18,1
59504,15,2,65.6,118.94,80,18,1
59505,15,6,74.8,395.94,85,12,1
59506,15,3,38.54,110.64,47,18,1
59507,15,6,31.68,172.2,36,12,1
59508,15,1,295.2,274.85,360,18,1
59509,15,6,38.54,221.28,47,18,1
59510,15,6,68.64,363.36,78,12,1
59511,15,3,105.78,303.69,129,18,1
59512,15,6,31.98,183.6,39,18,1
59513,15,12,8.2,94.1592,10,18,1
59514,15,2,46.74,87.84,57,18,1
59515,15,1,123,111.71,150,18,1
59516,15,1,123,111.71,150,18,1
59517,15,1,123,111.71,150,18,1
59518,15,1,188.6,169.49,230,18,1
59519,15,6,29.92,162.66,34,12,1
59520,15,3,56.32,153.06,64,12,1
59521,15,3,74.8,203.28,85,12,1
59522,15,3,154,407.01,175,12,1
59523,15,2,125.84,228,143,12,1
59524,15,6,125.84,684,143,12,1
59525,15,1,204.18,195.39,249,18,1
59526,15,2,90.2,166.46,110,18,1
59527,15,6,70.4,382.68,80,12,1
59528,15,6,26.4,143.52,30,12,1
59529,88,10,46,350,46,0,1
59530,28,12,88,936,100,12,1
59531,28,6,78.32,268.68,89,12,1
